No,NIM,OOP,RPB,RPL,PI,APSI,WEB,Statistik,Matdis,Alpro,Strukdat,SE,PO,SCM,EA,Basdat,Manjarkom,Sisop,MSDM,Desjar,KSI
1320,1202170115,4,0,0,0,0,0,3.5,4,4,0,3.5,3.5,0,0,0,0,0,3,3.5,0
1321,1202170117,3.5,0,0,0,0,0,3.5,3.5,3.5,0,3.5,2,0,0,0,0,0,0,1,0
1322,1202170118,4,0,0,0,0,0,4,4,4,0,4,3.5,0,0,0,0,0,0,4,0
1323,1202170121,4,0,0,0,0,0,4,4,4,0,4,3.5,0,0,0,0,0,0,3,0
1324,1202170130,4,0,0,0,0,0,2.5,3,3.5,0,3.5,2.5,0,0,0,0,0,0,3.5,0
1325,1202170131,4,0,0,0,0,0,3.5,3.5,3.5,0,4,2.5,0,0,0,0,0,0,3.5,0
1326,1202170132,2.5,0,0,0,0,0,3,2.5,3,0,3.5,2,0,0,0,0,0,0,3.5,0
1327,1202170133,3,0,0,0,0,0,3,3.5,3.5,0,4,3.5,0,0,0,0,0,0,3,0
1328,1202170136,4,0,0,0,0,0,3.5,3.5,3.5,0,4,3.5,0,0,0,0,0,0,3.5,0
1329,1202170140,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0
1330,1202170148,3,0,0,0,0,0,3,3,3.5,0,4,2,0,0,0,0,0,0,3.5,0
1331,1202170154,4,0,0,0,0,0,3,3.5,3.5,0,3.5,3.5,0,0,0,0,0,0,3,0
1332,1202170156,4,0,0,0,0,0,3.5,3.5,3.5,0,3.5,2,0,0,0,0,0,0,2,0
1333,1202170160,2.5,0,0,0,0,0,4,3,2.5,0,3.5,3,0,0,0,0,0,0,3.5,0
1334,1202170162,3.5,0,0,0,0,0,3.5,2.5,3.5,0,3.5,2.5,0,0,0,0,0,0,2.5,0
1335,1202170163,3.5,0,0,0,0,0,2,1,2.5,0,2,2.5,0,0,0,0,0,0,2,0
1336,1202170165,2.5,0,0,0,0,0,3,4,3.5,0,3.5,4,0,0,0,0,0,0,3,0
1337,1202170166,4,0,0,0,0,0,3.5,3,3.5,0,4,4,0,0,0,0,0,0,3.5,0
1338,1202170168,3.5,0,0,0,0,0,2,1,3,0,3.5,3.5,0,0,0,0,0,0,2.5,0
1339,1202170169,3,0,0,0,0,0,4,3.5,2,0,4,3.5,0,0,0,0,0,0,3.5,0
1340,1202170173,3,0,0,0,0,0,2,2,4,0,3.5,2,0,0,0,0,0,0,3,0
1341,1202170180,2.5,0,0,0,0,0,3,2,3.5,0,3.5,2.5,0,0,0,0,0,0,3,0
1342,1202170182,2,0,0,0,0,0,2,1,3.5,0,3.5,3.5,0,0,0,0,0,0,3.5,0
1343,1202170187,3.5,0,0,0,0,0,2.5,2,3,0,3.5,2,0,0,0,0,0,0,2.5,0
1344,1202170188,4,0,0,0,0,0,3.5,4,4,0,3,2.5,0,0,0,0,0,0,3.5,0
1345,1202170190,4,0,0,0,0,0,3.5,4,4,0,3.5,2.5,0,0,0,0,0,3,3.5,0
1346,1202170193,3.5,0,0,0,0,0,3.5,4,3.5,0,3.5,3.5,0,0,0,0,0,0,4,0
1347,1202170207,3.5,0,0,0,0,0,3,2.5,3.5,0,2.5,2,0,0,0,0,0,0,3.5,0
1348,1202170211,4,0,0,0,0,0,2.5,2.5,3,0,3,2.5,0,0,0,0,0,0,3.5,0
1349,1202170213,3.5,0,0,0,0,0,3,4,3.5,0,4,3.5,0,0,0,0,0,0,3.5,0
1350,1202170214,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0
1351,1202170215,3.5,0,0,0,0,0,3.5,4,3.5,0,4,3.5,0,0,0,0,0,3.5,3.5,0
1352,1202170217,2.5,0,0,0,0,0,3,2.5,3,0,4,4,0,0,0,0,0,4,3,0
1353,1202170226,3,0,0,0,0,0,2.5,2,3,0,3.5,2.5,0,0,0,0,0,0,3,0
1354,1202170228,0,0,0,0,0,0,0,1,2,0,3.5,2,0,0,0,0,0,0,0,0
1355,1202170229,3.5,0,0,0,0,0,3.5,2,3.5,0,4,3.5,0,0,0,0,0,0,4,0
1356,1202170232,4,0,0,0,0,0,3.5,3.5,4,0,4,3.5,0,0,0,0,0,0,3.5,0
1357,1202170234,3.5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0
1358,1202170236,2.5,0,0,0,0,0,2.5,1,2,0,3.5,2,0,0,0,0,0,0,1,0
1359,1202170240,3.5,0,0,0,0,0,4,4,4,0,4,3,0,0,0,0,0,0,3.5,0
1360,1202170242,2.5,0,0,0,0,0,2.5,2,3,0,3,0,0,0,0,0,0,0,2,0
1361,1202170243,4,0,0,0,0,0,3.5,3.5,3.5,0,4,2.5,0,0,0,0,0,3.5,3.5,0
1362,1202170244,4,0,0,0,0,0,4,4,3.5,0,3.5,2.5,0,0,0,0,0,3.5,3.5,0
1363,1202170248,2,0,0,0,0,0,3.5,3.5,2,0,3.5,3.5,0,0,0,0,0,3.5,2.5,0
1364,1202170249,4,0,0,0,0,0,3.5,3,4,0,3.5,3.5,0,0,0,0,0,0,4,0
1365,1202170250,4,0,0,0,0,0,4,4,4,0,4,2.5,0,0,0,0,0,0,3.5,0
1366,1202170251,4,0,0,0,0,0,3,2,3.5,0,3.5,3.5,0,0,0,0,0,0,3.5,0
1367,1202170256,2,0,0,0,0,0,0,1,3,0,3.5,2.5,0,0,0,0,0,0,2,0
1368,1202170257,0,0,0,0,0,0,2,2.5,2.5,0,3.5,2,0,0,0,0,0,0,2,0
1369,1202170258,4,0,0,0,0,0,4,4,4,0,4,4,0,0,0,0,0,4,3,0
1370,1202170260,3.5,0,0,0,0,0,3,2,2.5,0,3,3,0,0,0,0,0,0,3.5,0
1371,1202170262,4,0,0,0,0,0,4,2.5,3.5,0,3.5,3,0,0,0,0,0,0,3.5,0
1372,1202170265,4,0,0,0,0,0,4,2.5,2,0,3.5,3.5,0,0,0,0,0,2.5,3.5,0
1373,1202170268,3,0,0,0,0,0,3.5,3,3.5,0,4,3.5,0,0,0,0,0,0,3,0
1374,1202170270,4,0,0,0,0,0,3.5,3.5,3.5,0,4,2,0,0,0,0,0,0,3.5,0
1375,1202170272,2,0,0,0,0,0,2.5,3.5,3.5,0,3.5,3,0,0,0,0,0,0,2,0
1376,1202170279,3.5,0,0,0,0,0,2.5,3,3,0,2,3.5,0,0,0,0,0,0,3.5,0
1377,1202170280,4,0,0,0,0,0,4,4,4,0,4,3.5,0,0,0,0,0,0,4,0
1378,1202170283,4,0,0,0,0,0,3.5,3.5,4,0,3.5,3,0,0,0,0,0,0,3,0
1379,1202170285,3.5,0,0,0,0,0,2,2.5,2,0,3.5,2,0,0,0,0,0,0,3.5,0
1380,1202170286,4,0,0,0,0,0,4,4,3.5,0,4,2.5,0,0,0,0,0,3,3.5,0
1381,1202170289,2.5,0,0,0,0,0,3.5,3,3,0,3,3.5,0,0,0,0,0,0,3.5,0
1382,1202170293,3,0,0,0,0,0,2,2.5,3.5,0,3.5,2,0,0,0,0,0,0,2,0
1383,1202170298,4,0,0,0,0,0,4,3,4,0,4,3,0,0,0,0,0,3.5,3.5,0
1384,1202170301,3.5,0,0,0,0,0,3.5,3,3.5,0,3.5,2.5,0,0,0,0,0,0,3.5,0
1385,1202170303,3,0,0,0,0,0,3,1,3,0,3,3,0,0,0,0,0,0,3.5,0
1386,1202170305,3.5,0,0,0,0,0,2,3,3.5,0,3.5,3.5,0,0,0,0,0,0,3.5,0
1387,1202170306,3.5,0,0,0,0,0,2,2,3,0,3.5,3,0,0,0,0,0,0,3,0
1388,1202170314,3.5,0,0,0,0,0,1,2,2,0,3.5,2,0,0,0,0,0,0,3.5,0
1389,1202170315,3.5,0,0,0,0,0,2,2.5,3.5,0,3.5,3,0,0,0,0,0,0,2.5,0
1390,1202170317,4,0,0,0,0,0,3,3,3.5,0,3.5,2.5,0,0,0,0,0,0,4,0
1391,1202170319,2,0,0,0,0,0,3.5,1,2,0,2,2,0,0,0,0,0,0,3.5,0
1392,1202170323,3.5,0,0,0,0,0,4,4,3,0,3.5,3.5,0,0,0,0,0,0,3.5,0
1393,1202170327,4,0,0,0,0,0,3.5,4,4,0,4,3,0,0,0,0,0,3.5,4,0
1394,1202170329,3.5,0,0,0,0,0,2.5,2,3,0,3.5,2.5,0,0,0,0,0,0,3,0
1395,1202170330,3.5,0,0,0,0,0,3,1,4,0,4,2.5,0,0,0,0,0,0,3.5,0
1396,1202170332,2.5,0,0,0,0,0,2,3,3,0,3.5,3.5,0,0,0,0,0,0,2.5,0
1397,1202170333,3.5,0,0,0,0,0,2,2,3,0,2,3,0,0,0,0,0,0,3.5,0
1398,1202170334,0,0,0,0,0,0,0,3,3,0,3.5,3,0,0,0,0,0,0,0,0
1399,1202170336,2,0,0,0,0,0,0,0,3,0,2,2.5,0,0,0,0,0,0,1,0
1400,1202170337,2,0,0,0,0,0,3.5,1,3.5,0,4,3.5,0,0,0,0,0,0,3.5,0
1401,1202170338,2,0,0,0,0,0,0,1,3,0,3,3,0,0,0,0,0,0,0,0
1402,1202170343,1,0,0,0,0,0,0,1,3.5,0,4,3,0,0,0,0,0,0,4,0
1403,1202170344,2.5,0,0,0,0,0,3.5,3,3.5,0,3.5,2.5,0,0,0,0,0,0,3.5,0
1404,1202170346,1,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,1,0
1405,1202170349,2,0,0,0,0,0,2,1,2,0,2.5,2.5,0,0,0,0,0,0,2.5,0
1406,1202170353,4,0,0,0,0,0,3,3.5,3,0,3.5,2.5,0,0,0,0,0,0,3.5,0
1407,1202170356,3.5,0,0,0,0,0,3,3.5,4,0,3.5,2.5,0,0,0,0,0,0,3,0
1408,1202170357,3,0,0,0,0,0,3.5,2,3,0,3.5,2.5,0,0,0,0,0,0,3.5,0
1409,1202170360,3.5,0,0,0,0,0,2,2,2,0,3.5,2.5,0,0,0,0,0,0,3.5,0
1410,1202170364,2,0,0,0,0,0,1,3,4,0,3.5,3,0,0,0,0,0,0,2.5,0
1411,1202170365,2.5,0,0,0,0,0,2.5,3.5,3,0,4,3.5,0,0,0,0,0,3.5,3.5,0
1412,1202170366,4,0,0,0,0,0,3.5,2.5,4,0,3.5,2.5,0,0,0,0,0,0,4,0
1413,1202170367,4,0,0,0,0,0,3.5,2.5,3.5,0,3.5,3,0,0,0,0,0,0,3,0
1414,1202170369,2.5,0,0,0,0,0,2.5,1,3.5,0,3.5,2.5,0,0,0,0,0,0,2.5,0
1415,1202170371,3.5,0,0,0,0,0,2,0,2,0,3.5,2,0,0,0,0,0,0,3.5,0
1416,1202170381,2.5,0,0,0,0,0,0,0,2,0,2.5,2,0,0,0,0,0,0,0,0
1417,1202170382,3.5,0,0,0,0,0,3,3.5,3.5,0,3.5,2,0,0,0,0,0,0,3.5,0
1418,1202170385,4,0,0,0,0,0,3.5,3.5,3.5,0,4,2.5,0,0,0,0,0,0,3.5,0
1419,1202170386,2,0,0,0,0,0,1,2,3,0,4,2,0,0,0,0,0,0,1,0
1420,1202170389,2,0,0,0,0,0,3.5,2,2.5,0,3,2.5,0,0,0,0,0,0,3.5,0
1421,1202170392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,1202170401,3.5,0,0,3.5,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
1423,1202171049,4,0,0,0,0,0,3.5,4,4,0,4,3.5,0,0,0,0,0,4,4,0
1424,1202171098,3,0,0,0,0,0,3,3.5,3,0,4,2.5,0,0,0,0,0,0,3.5,0
1425,1202171116,3,0,0,0,0,0,4,4,3.5,0,4,3.5,0,0,0,0,0,0,3.5,0
1426,1202171119,4,0,0,0,0,0,3,4,4,0,4,2.5,0,0,0,0,0,3,3.5,0
1427,1202171120,3.5,0,0,0,0,0,3.5,4,4,0,4,3.5,0,0,0,0,0,0,3.5,0
1428,1202171139,3.5,0,0,0,0,0,3.5,4,3.5,0,3.5,3.5,0,0,0,0,0,0,3,0
1429,1202171186,4,0,0,0,0,0,4,4,4,0,4,4,0,0,0,0,0,4,4,0
1430,1202171206,4,0,0,0,0,0,3.5,4,4,0,4,4,0,0,0,0,0,4,3.5,0
1431,1202171331,4,0,0,0,0,0,4,4,4,0,4,4,0,0,0,0,0,4,4,0
1432,1202172001,3.5,0,0,0,0,0,2,1,3,0,3.5,2.5,0,0,0,0,0,0,3.5,0
1433,1202172009,4,0,0,0,0,0,3,2.5,3.5,0,3.5,3,0,0,0,0,0,0,3.5,0
1434,1202172014,2.5,0,0,0,0,0,3.5,3.5,3.5,0,4,3.5,0,0,0,0,0,0,3.5,0
1435,1202172017,3,0,0,0,0,0,3.5,1,4,0,3.5,2.5,0,0,0,0,0,0,3,0
1436,1202172019,3.5,0,0,0,0,0,2,1,2.5,0,3.5,2.5,0,0,0,0,0,0,3.5,0
1437,1202172024,3,0,0,0,0,0,2.5,3,3.5,0,4,3.5,0,0,0,0,0,0,4,0
1438,1202172041,4,0,0,0,0,0,3.5,2,3.5,0,4,4,0,0,0,0,0,0,4,0
1439,1202172045,2,0,0,0,0,0,4,3,4,0,4,3.5,0,0,0,0,0,0,3.5,0
1440,1202172047,4,0,0,0,0,0,4,3.5,4,0,4,3,0,0,0,0,0,3,3.5,0
1441,1202172051,2,0,0,0,0,0,3,1,3,0,3.5,3,0,0,0,0,0,0,3,0
1442,1202172054,3.5,0,0,0,0,0,3,3.5,4,0,3.5,3.5,0,0,0,0,0,0,3,0
1443,1202172055,4,0,0,0,0,0,3.5,3.5,3.5,0,3.5,3,0,0,0,0,0,0,2.5,0
1444,1202172060,4,0,0,0,0,0,4,4,4,0,4,2.5,0,0,0,0,0,3.5,3.5,0
1445,1202172064,3,0,0,0,0,0,3,3.5,3.5,0,4,3.5,0,0,0,0,0,3.5,3,0
1446,1202172067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,1202172073,4,0,0,0,0,0,4,4,3.5,0,4,3,0,0,0,0,0,0,3.5,0
1448,1202172094,4,0,0,0,0,0,3.5,4,4,0,4,2.5,0,0,0,0,0,0,2.5,0
1449,1202172100,3,0,0,0,0,0,1,2.5,3,0,3,3,0,0,0,0,0,0,2.5,0
1450,1202172141,4,0,0,0,0,0,4,4,3.5,0,3.5,3,0,0,0,0,0,0,3.5,0
1451,1202172144,3.5,0,0,0,0,0,2.5,3,3.5,0,3.5,2,0,0,0,0,0,0,3.5,0
1452,1202172152,3,0,0,0,0,0,2,2.5,3.5,0,3.5,3,0,0,0,0,0,0,3.5,0
1453,1202172176,4,0,0,0,0,0,3.5,4,3.5,0,3.5,3.5,0,0,0,0,0,0,3.5,0
1454,1202172192,3,0,0,0,0,0,3.5,3.5,3.5,0,4,2,0,0,0,0,0,0,3.5,0
1455,1202172230,4,0,0,0,0,0,4,3.5,3,0,3.5,4,0,0,0,0,0,0,3.5,0
1456,1202172276,4,0,0,0,0,0,3.5,2.5,3.5,0,3.5,3,0,0,0,0,0,0,3.5,0
1457,1202172300,2,0,0,0,0,0,1,2.5,4,0,4,3,0,0,0,0,0,0,2.5,0
1458,1202172312,2,0,0,0,0,0,0,1,2,0,2.5,2,0,0,0,0,0,0,2,0
1459,1202172316,0,0,0,0,0,0,0,2,3,0,3.5,2.5,0,0,0,0,0,0,0,0
1460,1202172341,4,0,0,0,0,0,3.5,4,4,0,0,3,0,0,0,0,0,0,3.5,0
1461,1202172348,4,0,0,0,0,0,3.5,3.5,4,0,0,2.5,0,0,0,0,0,0,3,0
1462,1202172350,3.5,0,0,0,0,0,2.5,2.5,2,0,0,2,0,0,0,0,0,0,2.5,0
1463,1202172358,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
1464,1202172361,2.5,0,0,0,0,0,2.5,2,2.5,0,0,3.5,0,0,0,0,0,0,3,0
1465,1202172362,2.5,0,0,0,0,0,3.5,2,3.5,0,0,3,0,0,0,0,0,0,3.5,0
1466,1202172370,4,0,0,0,0,0,3,4,4,0,0,3.5,0,0,0,0,0,0,3.5,0
1467,1202172373,4,0,0,0,0,0,3.5,4,3.5,0,0,2.5,0,0,0,0,0,0,3.5,0
1468,1202172379,3.5,0,0,0,0,0,3,3.5,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0
1469,1202172391,3.5,0,0,0,0,0,2,3.5,0,0,0,3.5,0,0,0,0,0,0,3.5,0
1470,1202172398,4,0,0,0,0,0,4,3.5,0,0,0,3,0,0,0,0,0,0,3.5,0
1471,1202173095,2.5,0,0,0,0,0,1,1,2.5,0,0,2.5,0,0,0,0,0,0,3,0
1472,1202173102,3.5,0,0,0,0,0,2,2.5,2,0,0,2.5,0,0,0,0,0,0,3.5,0
1473,1202173112,3.5,0,0,0,0,0,3.5,3,2.5,0,0,2.5,0,0,0,0,0,0,2.5,0
1474,1202173123,2,0,0,0,0,0,3,2,2.5,0,0,2,0,0,0,0,0,0,2.5,0
1475,1202173147,3,0,0,0,0,0,4,3.5,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0
1476,1202173150,3.5,0,0,0,0,0,1,1,3.5,0,0,3,0,0,0,0,0,0,3.5,0
1477,1202173177,3.5,0,0,0,0,0,3,3.5,3.5,0,0,2.5,0,0,0,0,0,3,2.5,0
1478,1202173178,4,0,0,0,0,0,3.5,3.5,3.5,0,0,2.5,0,0,0,0,0,0,3.5,0
1479,1202173184,4,0,0,0,0,0,3.5,3.5,3.5,0,0,3.5,0,0,0,0,0,0,4,0
1480,1202173194,2,0,0,0,0,0,2,1,3,0,0,2.5,0,0,0,0,0,0,3.5,0
1481,1202173222,3.5,0,0,0,0,0,2,2,3.5,0,0,2,0,0,0,0,0,0,3.5,0
1482,1202173231,3,0,0,0,0,0,2.5,2,3.5,0,0,3.5,0,0,0,0,0,0,3,0
1483,1202173247,3.5,0,0,0,0,0,2.5,2,2.5,0,0,2,0,0,0,0,0,0,3.5,0
1484,1202173263,3.5,0,0,0,0,0,2.5,2,3.5,0,0,3,0,0,0,0,0,0,2.5,0
1485,1202173277,4,0,0,0,0,0,3.5,3,4,0,0,2.5,0,0,0,0,0,0,2,0
1486,1202173287,2.5,0,0,0,0,0,3.5,3.5,3,0,0,3.5,0,0,0,0,0,0,3.5,0
1487,1202173291,2,0,0,0,0,0,0,2,1,0,0,2.5,0,0,0,0,0,0,1,0
1488,1202173297,3.5,0,0,0,0,0,3,2.5,3,0,0,3,0,0,0,0,0,0,3.5,0
1489,1202173304,2,0,0,0,0,0,2.5,2,2,0,0,3,0,0,0,0,0,0,2,0
1490,1202173307,3.5,0,0,0,0,0,3.5,3.5,3.5,0,0,2,0,0,0,0,0,0,3.5,0
1491,1202173328,3.5,0,0,0,0,0,4,3.5,3.5,0,0,3,0,0,0,0,0,0,3.5,0
1492,1202173339,2,0,0,0,0,0,2,2,2,0,0,2.5,0,0,0,0,0,0,3.5,0
1493,1202173377,4,0,0,0,0,0,4,4,4,0,0,4,0,0,0,0,0,0,3.5,0
1494,1202173383,3,0,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,2,0
1495,1202173384,0,0,0,0,0,0,0,0,2,0,0,2.5,0,0,0,0,0,0,3,0
1496,1202173393,0,0,0,0,0,0,0,2,2,0,0,2.5,0,0,0,0,0,0,0,0
1497,1202173395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.5,0
1498,1202173396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.5,3,0
1499,1202173397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0
1500,1202173400,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1501,1202174002,4,0,0,0,0,0,3.5,4,2.5,0,0,3.5,0,0,0,0,0,0,2,0
1502,1202174003,4,0,0,0,0,0,4,4,4,0,0,2,0,0,0,0,0,0,3.5,0
1503,1202174004,3.5,0,0,0,0,0,4,3.5,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0
1504,1202174005,4,0,0,0,0,0,4,4,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0
1505,1202174007,2.5,0,0,0,0,0,2.5,3,3.5,0,0,2.5,0,0,0,0,0,0,3.5,0
1506,1202174008,4,0,0,0,0,0,3.5,4,4,0,0,3,0,0,0,0,0,0,4,0
1507,1202174012,3,0,0,0,0,0,2.5,3.5,3.5,0,0,4,0,0,0,0,0,3.5,3.5,0
1508,1202174013,0,0,0,0,0,0,0,1,2.5,0,0,2,0,0,0,0,0,0,0,0
1509,1202174016,3.5,0,0,0,0,0,3.5,3,3.5,0,0,3.5,0,0,0,0,0,0,4,0
1510,1202174020,3,0,0,0,0,0,2,3.5,3.5,0,0,2.5,0,0,0,0,0,0,2,0
1511,1202174021,0,0,0,0,0,0,2,1,2.5,0,0,3,0,0,0,0,0,0,3.5,0
1512,1202174027,4,0,0,0,0,0,4,4,3.5,0,0,2.5,0,0,0,0,0,0,3.5,0
1513,1202174028,2.5,0,0,0,0,0,2.5,2.5,3.5,0,0,3.5,0,0,0,0,0,0,2,0
1514,1202174031,3,0,0,0,0,0,2.5,2,2.5,0,0,2,0,0,0,0,0,0,2,0
1515,1202174032,3.5,0,0,0,0,0,3.5,3,3.5,0,0,2,0,0,0,0,0,0,3,0
1516,1202174033,4,0,0,0,0,0,3.5,3,3.5,0,0,2,0,0,0,0,0,0,3.5,0
1517,1202174034,4,0,0,0,0,0,3.5,2,3.5,0,0,2.5,0,0,0,0,0,0,3.5,0
1518,1202174036,3,0,0,0,0,0,2,3.5,2.5,0,0,3.5,0,0,0,0,0,0,3.5,0
1519,1202174037,4,0,0,0,0,0,4,4,4,0,0,4,0,0,0,0,0,3.5,4,0
1520,1202174039,3.5,0,0,0,0,0,3,2,3,0,0,2.5,0,0,0,0,0,0,3.5,0
1521,1202174040,2,0,0,0,0,0,1,2,2.5,0,0,3.5,0,0,0,0,0,0,3.5,0
1522,1202174048,3.5,0,0,0,0,0,3.5,3.5,3.5,0,0,3.5,0,0,0,0,0,3.5,3.5,0
1523,1202174052,1,0,0,0,0,0,0,2,3,0,0,3.5,0,0,0,0,0,0,2,0
1524,1202174053,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1525,1202174057,3.5,0,0,0,0,0,3,4,2.5,0,0,3,0,0,0,0,0,0,3.5,0
1526,1202174059,4,0,0,0,0,0,4,3,3.5,0,0,3.5,0,0,0,0,0,0,3,0
1527,1202174061,3.5,0,0,0,0,0,4,3.5,3.5,0,0,3.5,0,0,0,0,0,0,3,0
1528,1202174065,3.5,0,0,0,0,0,2,3,3.5,0,0,2.5,0,0,0,0,0,0,2,0
1529,1202174068,4,0,0,0,0,0,4,3.5,4,0,0,3.5,0,0,0,0,0,0,3.5,0
1530,1202174070,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,1,0
1531,1202174071,4,0,0,0,0,0,3,1,3,0,0,2.5,0,0,0,0,0,0,3.5,0
1532,1202174072,2.5,0,0,0,0,0,3,2.5,2,0,0,3,0,0,0,0,0,0,3.5,0
1533,1202174074,2.5,0,0,0,0,0,2.5,3,3,0,0,3,0,0,0,0,0,0,2,0
1534,1202174075,2,0,0,0,0,0,3.5,1,2.5,0,0,2.5,0,0,0,0,0,0,3.5,0
1535,1202174076,2,0,0,0,0,0,4,3.5,3,0,0,3.5,0,0,0,0,0,0,3,0
1536,1202174078,2.5,0,0,0,0,0,2,1,3.5,0,0,2.5,0,0,0,0,0,0,2,0
1537,1202174079,3,0,0,0,0,0,3.5,4,3,0,0,3.5,0,0,0,0,0,0,3,0
1538,1202174082,4,0,0,0,0,0,4,4,4,0,0,3.5,0,0,0,0,0,0,3.5,0
1539,1202174083,4,0,0,0,0,0,4,4,4,0,0,3.5,0,0,0,0,0,0,3.5,0
1540,1202174084,4,0,0,0,0,0,4,4,4,0,0,4,0,0,0,0,0,0,3.5,0
1541,1202174085,3.5,0,0,0,0,0,3,3,2.5,0,0,2.5,0,0,0,0,0,0,3.5,0
1542,1202174086,4,0,0,0,0,0,3.5,4,3.5,0,0,2.5,0,0,0,0,0,0,4,0
1543,1202174087,0,0,0,0,0,0,2.5,2.5,2.5,0,0,2,0,0,0,0,0,0,2.5,0
1544,1202174088,1,0,0,0,0,0,4,3,2.5,0,0,2.5,0,0,0,0,0,0,3.5,0
1545,1202174089,2.5,0,0,0,0,0,3.5,2,3,0,0,3.5,0,0,0,0,0,0,2.5,0
1546,1202174090,3,0,0,0,0,0,4,4,3.5,0,0,4,0,0,0,0,0,3.5,3.5,0
1547,1202174091,3.5,0,0,0,0,0,3.5,4,4,0,0,3,0,0,0,0,0,0,2.5,0
1548,1202174096,3.5,0,0,0,0,0,4,3,4,0,0,3,0,0,0,0,0,0,2.5,0
1549,1202174103,3.5,0,0,0,0,0,2.5,4,4,0,0,3.5,0,0,0,0,0,0,2.5,0
1550,1202174104,3,0,0,0,0,0,3.5,1,2.5,0,0,2,0,0,0,0,0,0,3.5,0
1551,1202174105,3.5,0,0,0,0,0,4,3.5,3.5,0,0,2,0,0,0,0,0,0,3.5,0
1552,1202174107,2.5,0,0,0,0,0,4,4,3.5,0,0,3.5,0,0,0,0,0,0,3,0
1553,1202174111,4,0,0,0,0,0,4,3.5,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0
1554,1202174113,3.5,0,0,0,0,0,4,3.5,4,0,0,2.5,0,0,0,0,0,0,3.5,0
1555,1202174114,4,0,0,0,0,0,3.5,2.5,3.5,0,0,3,0,0,0,0,0,0,3.5,0
1556,1202174122,3.5,0,0,0,0,0,3,3.5,3,0,0,4,0,0,0,0,0,0,3.5,0
1557,1202174124,3.5,0,0,0,0,0,3.5,2,4,0,0,3.5,0,0,0,0,0,0,3,0
1558,1202174125,4,0,0,0,0,0,3.5,3,4,0,0,3.5,0,0,0,0,0,0,3.5,0
1559,1202174126,3.5,0,0,0,0,0,3,4,3.5,0,0,3.5,0,0,0,0,0,3.5,3.5,0
1560,1202174127,0,0,0,0,0,0,1,2.5,3.5,0,0,2.5,0,0,0,0,0,0,3.5,0
1561,1202174128,3,0,0,0,0,0,2,3,3.5,0,0,3,0,0,0,0,0,0,2,0
1562,1202174129,3.5,0,0,0,0,0,3,2.5,4,0,0,3,0,0,0,0,0,0,3,0
1563,1202174134,2.5,0,0,0,0,0,2.5,4,3,0,0,3.5,0,0,0,0,0,0,3,0
1564,1202174135,4,0,0,0,0,0,4,4,3,0,0,2.5,0,0,0,0,0,0,3.5,0
1565,1202174137,4,0,0,0,0,0,3.5,4,4,0,0,3.5,0,0,0,0,0,3.5,3.5,0
1566,1202174138,4,0,0,0,0,0,3,2,3.5,0,0,2.5,0,0,0,0,0,0,2.5,0
1567,1202174142,4,0,0,0,0,0,4,2,3,0,0,2.5,0,0,0,0,0,0,3.5,0
1568,1202174143,4,0,0,0,0,0,4,4,4,0,0,3,0,0,0,0,0,3,3.5,0
1569,1202174145,3.5,0,0,0,0,0,4,3,3,0,0,2.5,0,0,0,0,0,0,3.5,0
1570,1202174146,3,0,0,0,0,0,4,4,4,0,0,3,0,0,0,0,0,3.5,3.5,0
1571,1202174149,3,0,0,0,0,0,3.5,3,3.5,0,0,4,0,0,0,0,0,0,4,0
1572,1202174151,3.5,0,0,0,0,0,4,4,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0
1573,1202174153,3.5,0,0,0,0,0,3.5,3,4,0,0,3.5,0,0,0,0,0,0,3.5,0
1574,1202174155,3,0,0,0,0,0,2,1,2.5,0,0,2.5,0,0,0,0,0,0,2,0
1575,1202174157,3,0,0,0,0,0,2.5,3,4,0,0,3.5,0,0,0,0,0,0,2.5,0
1576,1202174158,2.5,0,0,0,0,0,0,2.5,3.5,0,0,2,0,0,0,0,0,0,3.5,0
